City	Cloudiness	Country	Date	Humidity	Lat	Lng	Max Temp	Wind Speed	Date (Readable)
changli	100	CN	1556695834	33	30.54	105.42	26.85	5.55	01 May 2019 00:30:34 Pacific Daylight Time
demirci	81	TR	1556695834	32	39.05	28.66	18.35	6.88	01 May 2019 00:30:34 Pacific Daylight Time
comodoro rivadavia	0	AR	1556694000	70	-45.87	-67.48	8	1.5	01 May 2019 00:00:00 Pacific Daylight Time
marystown	23	CA	1556695835	81	47.17	-55.16	-0.95	5.81	01 May 2019 00:30:35 Pacific Daylight Time
south venice	1	US	1556695810	88	27.05	-82.42	23.33	3.6	01 May 2019 00:30:10 Pacific Daylight Time
amalapuram	40	IN	1556694000	47	16.58	82	36	5.7	01 May 2019 00:00:00 Pacific Daylight Time
gannan	0	CN	1556695836	19	47.92	123.49	19.35	6.26	01 May 2019 00:30:36 Pacific Daylight Time
saint-vallier	90	FR	1556695508	100	46.64	4.37	9.44	1.48	01 May 2019 00:25:08 Pacific Daylight Time
esperance	20	TT	1556695809	88	10.24	-61.45	25	4.26	01 May 2019 00:30:09 Pacific Daylight Time
de-kastri	81	RU	1556695837	54	51.48	140.77	9.15	2.57	01 May 2019 00:30:37 Pacific Daylight Time
sambava	57	MG	1556695838	94	-14.27	50.17	23.25	2.38	01 May 2019 00:30:38 Pacific Daylight Time
kizukuri	75	JP	1556695811	93	40.81	140.39	15	1.5	01 May 2019 00:30:11 Pacific Daylight Time
kudahuvadhoo	31	MV	1556695838	77	2.67	72.89	29.85	6.73	01 May 2019 00:30:38 Pacific Daylight Time
kualakapuas	40	ID	1556694000	79	-3.01	114.39	29	3.6	01 May 2019 00:00:00 Pacific Daylight Time
muisne	93	EC	1556695839	82	0.61	-80.02	27.25	5.35	01 May 2019 00:30:39 Pacific Daylight Time
ballina	75	IE	1556695625	100	54.11	-9.15	9.44	2.1	01 May 2019 00:27:05 Pacific Daylight Time
mezen	100	RU	1556695840	66	65.85	44.24	0.15	2.74	01 May 2019 00:30:40 Pacific Daylight Time
